artist,song,lirik,language,genre,Label
Juicy Luicy,Lantas,"Lima hari sudah kurindu
Tak bisa ku menghubungimu
Kau sedang dengan dirinya
Sedang kita rahasia
Kapankah kau ada waktu
Sembunyi untuk bertemuBaru kau sapa kutersipu
Kau puji lupa amarahku
Karena kau paling tahu
Cara lemahkan hatiku
Walau tak ada yang pasti
Yang kau beri hanya mimpiLantas mengapa ku masih menaruh hati
Padahal kutahu kau t'lah terikat janji
Keliru ataukah bukan tak tahu
Lupakanmu tapi aku tak mauOh wo
Baru kau sapa kutersipu (tersipu)
Kau puji lupa amarahku
Karena kau paling tahu (paling tahu)
Cara lemahkan hatiku (hatiku)
Walau tak ada yang pasti
Yang kau beri hanya mimpiLantas mengapa ku masih menaruh hati
Padahal kutahu kau t'lah terikat janji
Keliru ataukah bukan tak tahu
Lupakanmu tapi aku tak mauPantaskah aku menyimpan rasa cemburu
Padahal bukan aku yang memilikimu
Sanggup sampai kapankah ku tak tahu
Akankah akal sehat menyadarkankuOh wo
UhLantas mengapa ku masih menaruh hatiLantas mengapa ku masih menaruh hati
Padahal kutahu kau t'lah terikat janji
Keliru ataukah bukan tak tahu
Lupakanmu tapi aku tak mau (pantaskah ku)Pantaskah aku (ku menyimpan)
Untuk menyimpan (rasa cemburu)
Karna bukan aku yang milikimu
Sanggup sampai kapankah ku tak tahu
Akankah akal sehat menyadarkanku",indonesian,pop,FALSE
Mawar de Jongh,Lebih Dari Egoku,"Sulit bagiku
Menghadapi kamu
Tapi ku takkan menyerah
Kau layak kuperjuangkanPerih bagiku
Menahan marahku
Tapi ku akan lakukan
Bahkan lebih dari ituAku yang minta maaf walau kau yang salah
Aku kan menahan walau kau ingin pisah
Karna kamu penting
Lebih penting
Dari semua yang ku punyaJika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karna untukku kamu lebih penting dari egokuPerih bagiku (perih bagiku)
Menahan marahku (marah)
Tapi ku akan lakukan
Bahkan lebih dari ituAku yang minta maaf walau kau yang salah
Aku kan menahan walau kau ingin pisah
Karna kamu penting
Lebih pentingDari semua yang ku punya
Jika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karna untukku kamu lebih penting dari egoku ohAku yang minta maaf walau kau yang salah (engkau yang salah)
Aku kan menahan walau kau ingin pisah
Karna kamu penting
Lebih penting
Dari semua yang ku punyaJika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karna untukku kau lebih penting dari egoku
Ho",indonesian,pop,FALSE
Mawar de Jongh,Sedang Sayang Sayangnya,"Bagiku kamulah duniaku
Semua ku berikan hanya untukmu
Aku menyayangimu
Apa kau tak sayang akuKau tak pernah menyadari itu
Cinta ini ku beri hanya untukmu
Tapi semudah itu
Kau tinggalkan semua melukaikuKau tutup kisah cinta kita
Saat ku sedang sayang-sayangnya
Apa ada dia yang lain
Yang beri semua yang ku tak punyaKau tepikan kisah cinta kita
Saat ku sedang sayang-sayangnya
Kini ku tak bisa memaksa
Tapi ku harus bilang hatiku terlukaKau tak pernah menyadari itu (menyadari itu)
Cinta ini ku beri hanya untukmu
Tapi semudah itu
Kau tinggalkan semua dan lukaikuKau tutup kisah cinta kita
Saat ku sedang sayang-sayangnya
Apa ada dia yang lain
Yang beri semua yang ku tak punyaKau tepikan kisah cinta kita
Saat ku sedang sayang-sayangnya
Kini ku tak bisa memaksa
Tapi ku harus bilang hatiku terlukaKau tutup kisah cinta kita
Saat ku sedang sayang-sayangnya
Apa ada dia yang lain
Yang beri semua yang ku tak punyaKau tepikan kisah cinta kita
Saat ku sedang sayang-sayangnya
Kini ku tak bisa memaksa
Tapi ku harus bilang hatiku terlukaKau putuskan kisah cinta kita",indonesian,pop,FALSE
Feby Putri,Runtuh,"Ku terbangun lagi
Di antara sepi
Hanya pikiran yang ramai
Mengutuki diri
Tak bisa kembali
'Tuk mengubah alur kisahKetika mereka meminta tawa
Ternyata rela tak semudah kataTak perlu khawatir, ku hanya terluka
Terbiasa 'tuk pura-pura tertawa
Namun bolehkah s'kali saja ku menangis?
Sebelum kembali membohongi diriKetika kau lelah
Berhentilah dulu
Beri ruang, beri waktuMereka bilang, ""Syukurilah saja""
Padahal rela tak semudah kataTak perlu khawatir, ku hanya terluka
Terbiasa 'tuk pura-pura tertawa
Namun bolehkah s'kali saja ku menangis?
Sebelum kembali membohongi diriHa, ha, ha-ah
Ha, ha, ha-ah
Ha, ha, ha-ah-ohKita hanyalah manusia yang terluka
Terbiasa 'tuk pura-pura tertawa
Namun bolehkah sekali saja ku menangis?
Ku tak ingin lagi membohongi diriKu ingin belajar menerima diri",indonesian,pop,FALSE
Iwan Fals,Ibu,"Ribuan kilo jalan yang kau tempuh
Lewati rintang untuk aku anakmu
Ibuku sayang masih terus berjalan
Walau tapak kaki
Penuh darah penuh nanahSeperti udara
Kasih yang engkau berikan
Tak mampu 'ku membalas
Ibu
IbuIngin kudekap
Dan menangis di pangkuanmu
Sampai aku tertidur
Bagai masa kecil duluLalu doa-doa
Baluri sekujur tubuhku
Dengan apa membalas
Ibu
IbuRibuan kilo jalan yang kau tempuh
Lewati rintang untuk aku anakmu
Ibuku sayang masih terus berjalan
Walau tapak kaki
Penuh darah penuh nanahSeperti udara
Kasih yang engkau berikan
Tak mampu 'ku membalas
Ibu
Ibu",indonesian,pop,FALSE
Fiersa Besari ft Tantri,Waktu Yang Salah,"Jangan tanyakan perasaanku
Jika kau pun tak bisa beralih
Dari masa lalu yang menghantuimu
Karena sungguh ini tidak adilBukan maksudku menyakitimu
Namun tak mudah 'tuk melupakan
Cerita panjang yang pernah aku lalui
Tolong yakinkan saja ragukuPergi saja, engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah
Hatiku hanya tak siap terlukaBeri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat
Di waktu yang salahHidup memang sebuah pilihan
Tapi hati bukan 'tuk dipilih
Bila hanya setengah dirimu hadir
Dan setengah lagi untuk diaPergi saja, engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah
Hatiku hanya tak siap terlukaBeri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat
Di waktu yang salahBukan ini yang kumau
Lalu untuk apa kau datang?
Rindu tak bisa diatur
Kita tak pernah mengerti
Kau dan aku menyakitkanPergi saja, engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah
Hatiku hanya tak siap terlukaBeri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat
Di waktu yang salah
Di waktu yang salah",indonesian,pop,FALSE
Kotak ,Masih Cinta,"Tik, tik, tik, waktu berdetik
Tak mungkin bisa ku hentikan
Maumu jadi mauku
Pahitpun itu ku tersenyumKamu tak tahu rasanya hatiku
Saat berhadapan kamuTik, tik, tik, air mataku
Biar terjatuh dalam hati
Mauku tak penting lagi
Biar ku buat bahagiamuKamu tak tahu rasanya hatiku
Saat berhadapan kamu
Kamu tak bisa bayangkan rasanya
Jadi diriku yang masih cintaUh-ha-ahKamu tak tahu hancurnya hatiku
Saat berhadapan kamu
Kamu tak bisa bayangkan rasanya
Jadi diriku yang masih cinta
Uh-uh-uh",indonesian,pop,FALSE
Melinda,Cinta Satu Malam,"Walau cinta kita sementara
Aku merasa bahagiaKalau kau kecup mesra di keningku
Ku rasa bagai di SurgaCinta satu malam
Oh indahnya
Cinta satu malam
Buatku melayang
Walau satu malam
Akan selalu ku kenang
Dalam hidupku
Cinta satu malam
Oh indahnya
Cinta satu malam
Buatku melayang
Walau satu malam
Akan selalu ku kenang
Selama-lamanyaSentuhanmu membuatku terlena
Aku telah terbuai mesra
Yang ku rasa hangat indahnya cinta
Hasratku kian membaraCinta satu malam
Oh indahnya
Cinta satu malam
Buatku melayang
Walau satu malam
Akan selalu ku kenang
Dalam hidupku
Cinta satu malam
Oh indahnya
Cinta satu malam
Buatku melayang
Walau satu malam
Akan selalu ku kenang
Selama-lamanya",indonesian,pop,TRUE
Iwan Fals,Patah,"Tak mudah untukku
Melupakan semua
Yang pernah terjadi
Kau begitu dalam
T'lah tertanam di hati
Dan hidupkuKusesali semua
Kehilangan dirimu
Membuatku tersadarApa yang harus aku lakukan
Bila kau pergi tinggalkanku?
Sungguh ku tak bisa jauh
Dari dirimuApa yang harus aku katakan
Bila cinta yakinkan aku?
Sungguh kau buat diriku
Patah hatiKusesali semua ini
Ku kehilangan dirimu, ho-ohApa yang harus aku lakukan
Bila kau pergi tinggalkanku?
Sungguh ku tak bisa jauh
Dari dirimuApa yang harus aku katakan
Bila cinta yakinkan aku?
Sungguh kau buat diriku, oh
Sungguh kau buat dirikuSungguh kau buat diriku
Patah hati",indonesian,pop,FALSE
Bondan Prakoso,Bunga,"Dengar resapi camkan dan jangan berhenti
Karna sebuah pertanyaan perlahan menghampiri
Mendekat dan merusak sistem kerja otak kiri
Setiap detik bergetar menusuk rusuk di hatiKembali teringat raut wajahmu di angan
Taburan cinta mengikuti sebuah senyuman
Tapi dalam hati ini tak bisa ungkapkan
Nyaliku menciut, terlalu siang tuk diucapkanSekali lagi kuingin kau mengerti
Rasa cinta ini sungguh sangat menyakiti
Tapi ku hanya makhluk yang tidak bermateri
Dipandang sebelah mata, tak punya reputasiSeakan mataku tertutup
Ku ingin cinta ini dapat kau sambut
Harapkan perasaan ini kau tahu
Sungguh ku ingin kau jadi milikkuIngin sekali kukatakan aku suka padamu
Namun cinta ini siksa jika ku gak ada kamu
Hendak jiwa kan mengikatmu di sisi
Namun berat tuk mengucap, cukup untukku kagumiA B C D, ku harap kau mengerti
Semua ini bukan cerita narasi deskripsi
Hanya perasaan suka namun sulit hati berkata
Bukan fiktif, sedikit naif, hanya sebuah realitaCinta ini derita, ku harap kau juga merasa
Apa yang kurasa tanpa banyak tanda tanya
Rasa ini fakta, selektif bukan posesif
Ku tak ingin berdusta, ku cinta kau bungaSeakan mataku tertutup
Ku ingin cinta ini dapat kau sambut
Harapkan perasaan ini kau tahu
Sungguh ku ingin kau jadi milikkuApa arti cinta kala viagra bagai sebuah media
Cinta pelepas birahi tanpa ada ikatan jiwa dan raga
Kulihat karya semua berbeda, pandanganku takkan pernah sama
Mendekati cintanya dengan pandangan yang tak sama
Lelah, melepuh, kau akan memvonis diriku salah
Karna akan kucari dan ku rasa takkan menghasilkan apa-apa
Karena cinta tercipta sebagai puas nafsu belaka
Takkan mengerti arti cinta karena kau hanyalah BungaSeakan mataku tertutup
Kuingin cinta ini dapat kau sambut
Harapkan perasaan ini kau tahu
Sungguh ku ingin kau jadi milikkuSeakan mataku tertutup
Kuingin cinta ini dapat kau sambut
Harapkan perasaan ini kau tahu
Sungguh ku ingin kau jadi milikku",indonesian,pop,FALSE
Bunga Citra Lestari,Kecewa,"Sedikit waktu yang kau miliki
Luangkanlah untukku
Harap secepatnya datangi aku
S'kali ini ku mohon padamu
Ada yang ingin ku sampaikan
Sempatkanlah
Hampa kesal dan amarah
S'luruhnya ada dibenakku
Tandai seketika
Hati yang tak terbalas
Oleh cintamu
Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini
Ingin kutunjukkan pada siapa saja yang ada
Bahwa hatiku kecewa
Sedetik menunggumu disini, s'perti seharian
Berkali kulihat jam ditangan
Demi membunuh waktu
Tak kulihat tanda kehadiranmu
Yang semakin meyakiniku
Kau tak datangHampa kesal dan amarah
S'luruhnya ada dibenakku
Tandai seketika
Hati yang tak terbalas
Oleh cintamu
Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini
Ingin kutunjukkan pada siapa saja yang ada
Bahwa hatiku kecewaHampa kesal dan amarah
S'luruhnya ada dibenakku
Tandai seketika
Hati yang tak terbalas
Oleh cintamu
Kuingin marah, melampiaskan tapi kuhanyalah sendiri disini
Ingin kutunjukkan pada siapa saja yang ada
Bahwa hatiku kecewa",indonesian,pop,FALSE
Noah ft Bunga Citra Lestari,Mencari Cinta,"Aku mencari cinta
Di tempat yang tidak biasa
Tepat di antara luka
Dan kesunyian tak meredaTelah ku temukan dia
Memelukku dalam sepinya
Dan ku mencintainya
Dalam ruang yang telah terbatasHanya senandung jiwa
Hanya rasa yang seluruhnya
Aku mencintainya
Menjaganya dalam rahasiaOooo... Oooo...Cinta ini menutup mataku
Menggenggam nafasku
Membelengguku
Katakan padaku ini tak benarTinggalkan aku cinta
Meski luka kian merebak
Meski duri merajam
Bunga itu tetap mengembangOooo... Oooo...Cinta ini memeluk jiwaku
Menggenggam nafasku
Membelengguku
Katakan padaku ini tak benarOooo... Oooo...Cinta ini mendekap tubuhku
Katakan hatiku
Katakan itu
Katakan padaku ini tak benarAku mencari cinta...
Aku mencari cinta...",indonesian,pop,FALSE
Pamungkas,Monolog,"Gelap di dalam tanya
Menyembunyikan rahasianya
Letih kehabisan kata
Dan kita pada akhirnya diamBunga di bulan sepi
Jatuh terdampar
TersasarAlasan masih bersama
Bukan karena terlanjur lama
Tapi rasanya yang masih sama
Seperti sejak pertama jumpa
Dirimu di kala senja
Duduk berdua tanpa suaraRindu yang jatuh di kamarku
Hanyalah rindu yang datang padamu
Bertanya mengapa kita
Masih di sini tersenyum
YeahAlasan masih bersama
Bukan karena terlanjur lama
Tapi rasanya yang masih sama
Seperti sejak pertama jumpa
Dirimu di kala senja
Duduk berdua tanpa suara",indonesian,pop,FALSE
Tulus,Monokrom,"Lembaran foto hitam putih
Aku coba ingat lagi
Warna bajumu kala itu
Kali pertama di hidupku
Manusia lain memelukkuLembaran foto hitam putih
Aku coba ingat lagi
Wangi rumah di sore itu
Kue coklat, balon warna-warni
Pesta hari ulang tahunkuDimanapun kalian berada
Kukirimkan terima kasih
Untuk warna dalam hidupku
Dan banyak kenangan indah
Kau melukis akuLembaran foto hitam putih
Kembali teringat malam, kuhitung-hitung bintang
Saat mataku sulit tidur, suaramu buatku lelapDimanapun kalian berada
Kukirimkan terima kasih
Untuk warna dalam hidupku
Dan banyak kenangan indah
Kau melukis akuKita tak pernah tahu
Berapa lama kita diberi waktu
Jika aku pergi lebih dulu, jangan lupakan aku
Ini lagu untukmu, ungkapan terima kasihkuLembar monokrom hitam putih
Aku coba ingat warna demi warna dihidupku
Tak akan kumengenal cinta bila bukan karena hati baikmu",indonesian,pop,FALSE
Raisa ft Andi Rianto,Bahasa Kalbu,"Ho ho
Ho hoKau satu terkasih
Kulihat di sinar matamu
Tersimpan kekayaan batinmu
HoDi dalam senyummu
Kudengar bahasa kalbumu
Mengalun bening menggetarkanKini dirimu yang selalu
Bertahta di benakku
Dan aku kan mengiringi
Bersama
Di setiap langkahmuPercayalah
Hanya diriku paling mengerti
Kegelisahan jiwamu kasih
Dan arti kata kecewamuKasih yakinlah
Hanya aku yang paling memahami
Besar arti kejujuran diri
Indah sanubarimu kasih
PercayalahHo ho hmDi dalam senyummu
Kudengar bahasa kalbumu
Mengalun bening menggetarkanKini dirimu yang selalu
Bertahta di benakku
Dan aku kan mengiringi
Bersama
Di setiap langkahmu
Di setiap langkahmu hoPercayalah
Hanya diriku paling mengerti
Kegelisahan jiwamu kasih
Dan arti kata kecewamuKasih yakinlah
Hanya aku yang paling memahami
Besar arti kejujuran diri
Indah sanubarimu kasih
PercayalahHm
Ho
Percayalah hm",indonesian,pop,FALSE
Isyana Sarasvati,Untuk Hati Yang Terluka,"Untuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris
Tenang, ku kan temaniHidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung kau gila sendiriJika kau tak dapatkan yang kau impikan
Bukan berarti kau telah usai
Jika kau tak dapatkan yang kau impikan
Bukan berarti kau telah usaiBiarkan kegelapanmu
Menemukan titik terang baru
Pasukanmu kan kembali
Memelukmu yang baruHidup itu sandiwara
Yang nyata ternyata delusi
Terlarut posesi berujung kau gila sendiriHari-harimu berarti
Jangan pikirkan yang kemarin
Biarlah dia hangus terbakar sirna ambisiJika kau tak dapatkan yang kau impikan
Bukan berarti kau telah usaiBiarkan kegelapanmu
Menemukan titik terang baru
Pasukanmu kan kembali
Memelukmu yang baru
Uu-uu uu-uuUntuk hati yang terluka
Tenanglah, kau tak sendiri
Untuk jiwa yang teriris
Tenang, ku kan temani",indonesian,pop,FALSE
Maudy Ayunda,Kamu dan Kenangan,"Seusai itu senja jadi sendu awan pun mengabu
Kepergianmu menyisakan duka dalam hidupku
'Ku memintal rindu menyesali waktu mengapa dahulu
Tak kuucapkan aku mencintaimu sejuta kali sehariWalau masih bisa senyum
Namun tak selepas dulu
Kini aku kesepianKamu dan segala kenangan
Menyatu dalam waktu yang berjalan
Dan aku kini sendirian
Menatap dirimu hanya bayanganTak ada yang lebih pedih
Daripada kehilangan dirimu
Cintaku tak mungkin beralih
Sampai mati hanya cinta padamu (padamu)Ho-o-o-o-oh ...Walau masih bisa senyum
Namun tak selepas dulu
Kini aku kesepianKamu dan segala kenangan (kenangan)
Menyatu dalam waktu yang berjalan (berjalan)
Dan aku kini sendirian
Menatap dirimu hanya bayangan hanya bayangan
O-o-oh ...Daripada kehilangan dirimu
Cintaku tak mungkin beralih
Sampai mati hanya cinta padamuTak ada yang lebih pedih
Daripada kehilangan dirimu
Cintaku tak mungkin beralih
Sampai mati hanya cinta padamu'Ku mencintamu (mencintamu)
Kamu (kamu) dan kenangan",indonesian,pop,FALSE
Nadin Amizah ft Sal Priadi,Amin Paling Serius,"Aku tau kamu lahir dari
Cantik utuh cahaya rembulan
Sedang aku dari badai
Marah riuh yang berisik
Juga banyak hal-hal yang sedihTapi menurut aku kamu cemerlang
Mampu melahirkan bintang bintang
Menurutku ini juga karena hebatnya badaimu
Juga karena lembutnya tuturmu'Tuk petualangan ini
Mari kita ketuk pintu yang sama
Membawa amin paling serius
Seluruh duniaBayangkan betapa cantik dan lucunya
Gemuruh petir ini
Disanding rintik rintik yang gemas
Dan merayakan
Amin paling serius seluruh duniaAku tau kamu tumbuh dari
Keras kasar sebuah kerutan
Sedang aku dari pilu
Aman yang ternyata palsu
Juga semua yang terlalu baikTapi menurut aku kamu cemerlang
Mampu melahirkan bintang bintang
Menurutku ini juga karena lembutnya sikapmu
Juga sabarmu yang nomor satu'Tuk petualangan ini
Mari kita ketuk pintu yang sama
Membawa amin paling serius
Seluruh duniaBayangkan betapa cantik dan lucunya
Gemuruh petir ini
Disanding rintik-rintik yang gemas
Dan merayakan
Amin paling serius seluruh dunia
Amin paling serius seluruh dunia",indonesian,pop,FALSE
Adiva,Denganmu,"Hari ini kubersamamu
Sengaja tuk habiskan waktu
Tuk temani, temani jiwaku
Jiwa yang selalu ada untukmuSelalu, selalu kau yang berbeda untukku
Hanyalah dirimu
Disini, disini tetaplah engkau disini
Temani diriku
Temani diriku
Hanya dirimuTemani diriku
Hanya dirimu
Temani diriku
Hanya dirimuEsok hari akankah terjadi
Seperti hari ini
Ulang lagi ulang kembali
Hingga habis usiakuSelalu, selalu kau yang berbeda untukku
Hanyalah dirimu
Disini, disini tetaplah engkau disini
Temani dirikuSelalu, selalu temani diriku
Denganmu, denganmu hanya dirimu
Selalu, selalu temani diriku
Denganmu, denganmu hanya dirimuSelalu, selalu kau yang berbeda untukku
Hanyalah dirimu
Disini, disini tetaplah engkau disini
Dengan dirikuDengan diriku
Hanya dirimu",indonesian,pop,FALSE
Adiva Govinda ft Andi Fadly Arifuddin,Tanpa Batas Waktu,"Aku masih ada di sini
Masih dengan perasaanku yang dahulu
Tak berubah dan tak pernah berbeda
Aku masih yakin nanti milikmuAku masih di tempat ini
Masih dengan setia menunggu kabarmu
Masih ingin mendengar suaramu
Cinta membuatku kuat beginiAku merindu, ku yakin kau tau
Tanpa batas waktu, ku terpaku
Aku meminta walau tanpa kata
Cinta berupaya
Engkau jauh di mata tapi dekat di doa
Aku merindukanmuAku masih di dunia ini
Melihatmu dari jauh bersama dia
Walau pasti ku terbakar cemburu
Tapi janganlah kau ke mana-manaAku merindu, ku yakin kau tau
Tanpa batas waktu, ku terpaku
Aku meminta walau tanpa kata
Cinta berupaya, oohAku merindu, ku yakin kau tau
Tanpa batas waktu, aku terpaku
Aku meminta walau tanpa kata
Cinta berupaya
Engkau jauh di mata tapi dekat di doa
Aku merindukanmuAku merindukanmu
Aku merindukanmu",indonesian,pop,FALSE
Brisia Jodie ft Arsy Widianto,Rindu Dalam Hati,"Kadang hati
Berharap kuterbangun dari sebuah mimpi
Ini bukan kenyataan
Namun adanya tak ada di sini
Kau meninggalkanku karena kesalahankuMungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya ohMungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini kumenyesal
Rindu hanya di dalam hatiAndaikan aku
Tak tergesa memutuskanmu
Karena egoku hati ini tak akan begini
Setiap ingat dirimu rasanya ingin kembaliMungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya ohMungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini kumenyesal
Rindu hanya di dalam hatiIngin memutar waktu
Ingin mengulang lagi
Aku tak bisa berpaling lagi
Begitu juga aku
Jauh di relung hati
Sungguh tak mampu tuk berpindah cinta
HoMungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya ohMungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini kumenyesal
Rindu hanya di dalam hati
NanaSayang kini tak bisa
Kau telah memilihnya oh
Mungkin saat hatiku masih sayang
Salahku memutus cinta dan kini kumenyesal
Rindu hanya di dalam hatiRindu hanya di dalam hati
Di hati kau tetap terindah
Selalu di hati",indonesian,pop,FALSE
Arsy Widianto ft Tiara Andini,Bahaya,"Sebenarnya aku ingin dekatmu
Namun kusadari, ku tak bisa
Tak boleh ku di sini
Bahaya, ku makin cintaKu tak ingin jauh, tak ingin berpisah
Mengapa semua selalu indah
Saat denganmu?
Sayang untuk diakhiriAndai engkau bisa mengerti
Betapa beratnya aku
Harus aku tetap tersenyum
Padahal hatiku terlukaAdakah arti cinta ini
Bila ku tak jadi denganmu?
Jika memang ku harus pergi
Yakinlah, hatiku kamuBukankah semesta yang pertemukan kita?
Haruskah kusampaikan pada bintang?
Mengapa bukan kamu
Yang memiliki aku?Andai engkau bisa mengerti
Betapa beratnya aku
Harus aku tetap tersenyum
Padahal hatiku terlukaAdakah arti cinta ini
Bila ku tak jadi denganmu?
Jika memang ku harus pergi
Yakinlah, hatiku kamu, ohMengapa cinta pertemukan
Bila akhirnya dipisahkan?
Dan mengapa ku jatuh cinta
Pada cinta yang tak jatuh padaku? Ho-ohHarus aku tetap tersenyum
Padahal hatiku terlukaAdakah arti cinta ini
Bila ku tak jadi denganmu?
Jika memang ku harus pergi
Yakinlah, hatiku kamu, kamuHarus aku tetap tersenyum
Padahal hatiku terlukaAdakah arti cinta ini
Bila ku tak jadi denganmu?
Jika memang ku harus pergi
Yakinlah, hatiku kamu, hu-uh-uhYakinlah, cinta untukmu
Hu-hu-hu-uh",indonesian,pop,FALSE
Prinsa Mandagie,Sahabat Dulu,"Bolehkah kau jelaskan dulu
Mengapa ku rasa
Kau jauh berbeda
Bukan seperti saat pertama
 
Bila salah beri maaf untuku
Jangan lantas pergi tinggalakan ku
Ku masih ingin cintamu
Ajari aku apapun kau mau
Asal jangan tentang bagaimana
Ku harus hidup tanpa kamu
 
Apa ada dia?
Hingga kau melupa
Akulah yang selalu setia
 
Ku rindu seperti sedia kala kita
Berjalan penuh cinta
Kuingin cinta kita bahagia",indonesian,pop,FALSE
Fourtwnty,Zona Nyaman,"
Pagi ke pagi
Ku terjebak di dalam ambisi
Seperti orang - orang berdasi
Yang gila materi rasa bosan
Membukakan jalan mencari peran
Keluarlah dari zona nyamanSembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan
Bukan seekor sapiSembilu yang dulu
Biarlah membiru
Berkarya bersama hatiWaktu ke waktu
Perlahan kurakit egoku
Merangkul orang - orang
Yang mulai sejiwa denganku
Ke - BM - an
Membuka jalan
Mencari teman
Bergeraklah dari zona nyamanSembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan
Bukan seekor sapiSembilu yang dulu
Biarlah membiru
Berkarya bersama hatiDiam dan mati milik dia
Yang tak bisa berdiri
Berdiri
Diam dan mati milik dia
Yang tak bisa berdiri
Berdiri dikakinya sendiriSembilu yang dulu
Biarlah berlalu
Bekerja bersama hati
Kita ini insan
Bukan seekor sapiSembilu yang dulu
Biarlah membiru
Berkarya bersama hati
Kita ini insan
Bukan seekor sapi
Tanamkan pesanku
Agar tak keliru
Bekerja bersama hati",indonesian,pop,FALSE
Maliq & D'Essentials,Semesta,"Denting dawai menyuarakan sebuah awal kisah
Kehidupan yang berjalan detik berputar hari dimulai
Mengantarkan insan ke dalam semestanya di dunia
Waktu takkan pernah mengulang dan rahasia 'kan menyapa tanpa salah
Di hari yang ditentukan, dilahirkan, ditemukan, dan dipisahkanGugur satu tumbuhlah berjuta cinta, huu
Manusia bercinta melahirkan jiwa ke duniaSang penyair menorehkan garis awal kehidupan
Yang berjalan terencana dalam pesan yang bermakna
Mengantarkan insan ke dalam semestanya di dunia
Waktu takkan pernah mengulang dan rahasia 'kan menyapa tanpa salah
Di hari yang ditentukan, dilahirkan, ditemukan, dan dipisahkanGugur satu tumbuhlah berjuta cinta, huu
Manusia bercinta melahirkan jiwa ke duniaLayaknya sebuah misteri, berliku jalan tak pasti
Hadapi nyata duniawi, mengalir air surgawi, lalalaGugur satu tumbuhlah berjuta cinta, hu-u
Manusia bercinta melahirkan jiwa ke dunia
Gugur satu tumbuhlah berjuta cinta, hu-u
Manusia bercinta melahirkan jiwa ke dunia",indonesian,pop,FALSE
Dee Lestari,Memaafkan,"Yang dulu hilang kini datang
Yang sudah kubuang muncul di hadapan
Siksa ini masih samaSelamatkan aku dari kemarahan
Beri aku kekuatan memaafkanKarena aku rindu, rindu menyayangimu
Rindu aku pulang ke dekapanmu
Bersamamu adalah harapanku
Yang tak mudah kuakui
Cinta ini masih samaKarena aku rindu, rindu menyayangimu
Rindu aku pulang ke dekapanmu
Bersamamu adalah harapanku
Cinta ini tak berubah
Dan tak mudah kuakui",indonesian,pop,FALSE
Tata Janeeta,Sang Penggoda,"Kau dulu pernah bilang
Aku ratu dihatimu sayang
Dan aku ratu di istanamu
Dan dulu pernah kau pun bilangTakkan pernah tinggalkanku
Sumpah mungkin kau lupa
Dan ku pernah jadi yang tersayang
Ku pernah jadi yang paling kau cinta
Mungkin kau lupaDan di saat sang penggoda datang
Kau biarkan dia hancurkan istanaku
Ternyata kau lupa aku ratumuKini aku pun tlah pergi
Tlah kurelakan kau bersamanya
Kubiarkan dia merebut semua
Oh ingatkah dulu kau bilang (kau bilang)
Takkan pernah tinggalkanku
Sumpah mungkin kau lupaDan ku pernah jadi yang tersayang
Ku pernah jadi yang paling kau cinta
Mungkin kau lupa
Dan di saat sang penggoda datang
Kau biarkan dia hancurkan istanaku
Sekarang kau lupa aku ratumuTelah kuberi semua cintaku
Hidup dan matiku tapi tak pernah cukup
Dan ku pernah jadi yang tersayang
Ku pernah jadi yang paling kau cinta
Mungkin kau lupaDan di saat sang penggoda datang
Kau biarkan dia hancurkan istanaku
Sekarang kau lupa aku ratumu
Kau lupa aku ratumu",indonesian,pop,FALSE
